mass_solar,radius_km,Lambda,S_limit
0.8272826792352331,14.803742523418544,6983.988330828017,8.0
0.8597415896500884,14.729015845401891,5505.7979000807845,8.0
0.8911572530446996,14.658158286744165,4403.421450427422,8.0
0.921586336590382,14.590726947741947,3567.2856574480556,8.0
0.951079119532126,14.526336474674686,2923.4189842101446,8.0
0.9788761753625714,14.45277445077518,2420.8120853826476,8.0
1.0057744949054233,14.381688118099444,2023.6118172481492,8.0
1.0318494717515123,14.313327027105442,1706.1792902597317,8.0
1.0571333034657495,14.24737747882036,1449.8902960541848,8.0
1.0816540660896772,14.1835479935815,1241.0213028394587,8.0
1.1054359817885206,14.12156423128835,1069.326611517238,8.0
1.1284996741766338,14.0611653215375,927.0643451186476,8.0
1.1508624494344577,14.00210166760078,808.3192337093122,8.0
1.1725386469337586,13.944134387781398,708.5249552458795,8.0
1.1935401077581744,13.887036620920725,624.1227306174467,8.0
1.2138768102002595,13.83059692591664,552.3142851490034,8.0
1.2335577137848177,13.774624914590133,490.8810357844887,8.0
1.2525918326347236,13.71895903711011,438.050330508561,8.0
1.270989520803626,13.663476066506682,392.3955038434698,8.0
1.2887638956657204,13.60810131831544,352.7604982997357,8.0
1.305932256531286,13.552818073563154,318.2025126948362,8.0
1.322517289916343,13.497674210151658,287.948004686904,8.0
1.338547814935403,13.442783913105991,261.35867459411116,8.0
1.3540588391540966,13.388322740385988,237.90497243738898,8.0
1.3690907837403283,13.334515350986466,217.1453206704681,8.0
1.3834707810390745,13.279532740341608,198.70971207156575,8.0
1.3973810325832274,13.225015397754206,182.2866805830446,8.0
1.4109502745007827,13.172018923361987,167.6128900747999,8.0
1.4242201926688176,13.12074676198038,154.46476809164517,8.0
1.4372272525199292,13.07135096626221,142.65174681153334,8.0
1.4500015054575917,13.02392477888184,132.0107745191435,8.0
1.4625661738625275,12.978502500621127,122.40183701578259,8.0
1.4749379263406277,12.935065249596484,113.70428608945362,8.0
1.4871276571846357,12.893550537927773,105.81381619202764,8.0
1.4991415514640765,12.85386352687916,98.63996426175287,8.0
1.510982237402437,12.815888194816893,92.10403371817544,8.0
1.5226498778580255,12.77949722686754,86.13736391116397,8.0
1.5341431107434502,12.744560011155452,80.67988211491705,8.0
1.5454597991352546,12.71094858579592,75.67888756064268,8.0
1.556597588812602,12.678541683708538,71.08802677988075,8.0
1.5675542933345308,12.647227181384954,66.86642727607207,8.0
1.578328137172864,12.616903309474113,62.977962705405005,8.0
1.5889178895796707,12.587478967439829,59.39062767384445,8.0
1.599322919212924,12.558873434589769,56.07600421068292,8.0
1.6095431946543526,12.531015708258126,53.008805164774174,8.0
1.619579250504399,12.50384364030682,50.16648234693744,8.0
1.6294321336656457,12.477302991932206,47.52888933494678,8.0
1.639103340148616,12.451346486133902,45.07799056328822,8.0
1.648594749359092,12.425932906768285,42.79760971498714,8.0
1.6579085602933867,12.401026271392393,40.67321157776471,8.0
