rho_c_over_n0,M_solar,R_km,P_central,S_central_kB,cs2_over_c2
0.8,0.8397783253375903,15.02734484485728,2.0035169078398117e+34,3.814716086346512,0.12768564486857903
1.0744897959183672,1.0093089196333835,14.63711460529107,4.188647207658188e+34,3.920569769670927,0.15718459404693577
1.3489795918367349,1.150494759372363,14.298164710796192,7.397440709797927e+34,4.345241298068102,0.1799348448747014
1.623469387755102,1.2704522189671512,14.00537473358823,1.175380020706303e+35,4.85681124515683,0.19845654566731694
1.8979591836734693,1.3719668357415908,13.732152505036584,1.736941595831488e+35,5.543850413579547,0.21407791950426291
2.1724489795918367,1.458054625835859,13.473671041018198,2.4346806756546056e+35,6.361348544339149,0.22758550932288618
2.4469387755102043,1.534126946400285,13.253391106761974,3.2781272052147783e+35,7.028869792524797,0.23948377639228421
2.7214285714285715,1.6032526462997874,13.074560878513555,4.2762234851305184e+35,7.466650759689632,0.25011569525173966
2.995918367346939,1.6659302933748004,12.923451093860455,5.437421288738845e+35,7.768886975485724,0.25972508180697884
3.2704081632653064,1.722469969796505,12.79003727624858,6.769754814013069e+35,8.006479584051142,0.2684914797690153
3.5448979591836736,1.7733877344350186,12.669123108158391,8.280897144746223e+35,8.211493346037628,0.27655093751364324
3.819387755102041,1.8192703221382764,12.557964197674206,9.978205016699687e+35,8.396893613517795,0.2840090136239811
4.093877551020409,1.8606776635178637,12.454892312299757,1.1868755026011788e+36,8.56822604951051,0.29094925774172087
4.368367346938776,1.8981107481465336,12.35874418494429,1.395937341063866e+36,8.728265267184293,0.29743893344803285
4.642857142857143,1.932008206578244,12.26863190381311,1.6256660897963793e+36,8.878694123482905,0.3035329940280379
4.91734693877551,1.962752076049212,12.183842445026054,1.876701369299888e+36,9.020707165138669,0.30927691449757155
5.191836734693878,1.9906754398575937,12.103786848201944,2.1496641398112923e+36,9.155238218372151,0.31470875333553405
5.466326530612245,2.016069624718407,12.02797022136544,2.445158245817363e+36,9.2830555243616,0.3198606824216343
5.740816326530613,2.039190393453395,11.955971752591886,2.7637717584833626e+36,9.40480814734864,0.32476014173851847
6.0153061224489806,2.060263125364084,11.88743030380225,3.1060781511980056e+36,9.521052856788842,0.3294307241306854
6.289795918367347,2.0794871225548186,11.822033535982431,3.4726373359215886e+36,9.632272065606376,0.3338928624775389
6.564285714285715,2.0970391966403708,11.759509469780454,3.863996582382237e+36,9.738886950253873,0.3381643699746383
6.838775510204083,2.1130766708304765,11.699619816934256,4.280691337868355e+36,9.84126756081557,0.34226086966326386
7.113265306122449,2.127739907249009,11.64215464126084,4.723245962050144e+36,9.93974084231854,0.34619613938217814
7.387755102040817,2.141154446939894,11.586928038744952,5.1921743886748827e+36,10.034597111597908,0.34998239137151443
7.662244897959185,2.153432831917447,11.533774610375213,5.687980723938195e+36,10.126095350118542,0.35
7.936734693877551,2.164676164463312,11.482546558870997,6.211159789705896e+36,10.21446756932604,0.35
8.211224489795919,2.1749754478825603,11.43311128128238,6.762197618451984e+36,10.29992243912951,0.35
8.485714285714286,2.1844127443822634,11.385349359181385,7.341571905716821e+36,10.382648324736326,0.35
8.760204081632654,2.193062179045768,11.339152870192914,7.949752425022045e+36,10.462815844302732,0.35
9.03469387755102,2.2009908136023264,11.294423961153123,8.58720140946466e+36,10.540580035530944,0.35
9.30918367346939,2.2082594095034067,11.251073635738836,9.254373903621051e+36,10.616082200933317,0.35
9.583673469387756,2.21492309646585,11.209020719036117,9.951718088898076e+36,10.689451487372958,0.35
9.858163265306125,2.221031959941939,11.16819096895888,1.0679675585054959e+37,10.760806244563168,0.35
10.13265306122449,2.226631558786408,11.128516310231149,1.1438681730270092e+37,10.830255198672742,0.35
10.407142857142857,2.231763382603068,11.089934171204709,1.2229165841831688e+37,10.897898470464996,0.35
10.681632653061229,2.236465256786513,11.052386907390462,1.3051551459278604e+37,10.963828462070795,0.35
10.956122448979594,2.2407717020632814,11.015821298453854,1.3906256571602439e+37,11.028130632243776,0.35
11.23061224489796,2.244714254332123,10.980188107727,1.4793693829936743e+37,11.090884176530407,0.35
11.505102040816327,2.2483217497654024,10.945441695146393,1.5714270746998704e+37,11.152162626028408,0.35
11.779591836734694,2.251620579432178,10.911539676030204,1.6668389884410962e+37,11.212034376164707,0.35
12.05408163265306,2.254634917113508,10.87844261933604,1.7656449028910188e+37,11.270563155093384,0.35
12.328571428571433,2.2573869234823056,10.84611378004576,1.8678841358344266e+37,11.327808439810326,0.35
12.603061224489798,2.2598969293976965,10.814518861151411,1.9735955598267797e+37,11.38382582684168,0.35
12.877551020408164,2.262183600704452,10.783625801401312,2.0828176169865258e+37,11.438667363335515,0.35
13.152040816326531,2.264264086621321,10.753404585534074,2.1955883329859356e+37,11.49238184353102,0.35
13.426530612244898,2.2661541535392664,10.723827074203031,2.3119453303000006e+37,11.545015074865049,0.35
13.701020408163266,2.2678683058248468,10.694866851191106,2.4319258407673292e+37,11.596610117376052,0.35
13.975510204081637,2.2694198950294378,10.666499085850386,2.555566717512044e+37,11.647207499560643,0.35
14.25,2.27082121873684,10.638700408982915,2.6829044462712916e+37,11.69684541341102,0.35
